area_name,time_period,year,quarter,predicted_classification_glm,pred_housing_stress_score,cluster_label,dominant_model_driver,pred_rent_level,pred_arrears_90d_rate,rent_growth,population_growth,housing_completions
Meath,2022Q4,2022,4,Critical,100.0,Mature high-value stable markets,population growth,1778.0,0.117,4.2,2.5,1432
Meath,2023Q1,2023,1,Critical,100.0,Mature high-value stable markets,rent level,1628.0,0.146,4.3,0.6,1283
Meath,2023Q2,2023,2,Critical,100.0,Mature high-value stable markets,rent level,1424.0,0.161,5.9,0.6,1254
Meath,2023Q3,2023,3,Critical,100.0,Mature high-value stable markets,rent level,1435.0,0.165,6.8,0.6,1456
Meath,2023Q4,2023,4,Critical,100.0,Mature high-value stable markets,rent level,1562.0,0.145,6.7,0.6,1605
Meath,2024Q1,2024,1,Critical,100.0,Mature high-value stable markets,arrears risk,1620.0,0.138,8.0,1.1,1130
Meath,2024Q2,2024,2,Critical,100.0,Mature high-value stable markets,arrears risk,1668.0,0.131,6.8,1.1,1173
Meath,2024Q3,2024,3,Critical,100.0,Mature high-value stable markets,arrears risk,1911.0,0.122,6.1,1.1,1535
Meath,2024Q4,2024,4,Critical,100.0,Mature high-value stable markets,arrears risk,1785.0,0.117,6.6,1.1,1367
Meath,2025Q1,2025,1,Critical,100.0,Mature high-value stable markets,arrears risk,1724.0,0.132,7.6,0.1,1158
Meath,2025Q2,2025,2,Critical,100.0,Mature high-value stable markets,arrears risk,1882.0,0.132,7.8,0.1,1591
Meath,2025Q3,2025,3,Critical,100.0,Mature high-value stable markets,arrears risk,1853.0,0.13,7.8,0.1,1587
Monaghan,2018Q1,2018,1,Stable,42.2,Stressed low-supply markets,limited housing supply,1068.0,0.193,7.0,1.4,858
Monaghan,2018Q2,2018,2,Stable,42.4,Stressed low-supply markets,limited housing supply,1071.0,0.185,6.6,1.4,858
Monaghan,2018Q3,2018,3,Stable,42.8,Stressed low-supply markets,limited housing supply,1007.0,0.191,6.2,1.4,858
Monaghan,2018Q4,2018,4,Stable,43.8,Stressed low-supply markets,limited housing supply,923.0,0.196,6.8,1.4,858
Monaghan,2019Q1,2019,1,Watchlist,45.4,Stressed low-supply markets,limited housing supply,961.0,0.218,6.8,0.9,858
Monaghan,2019Q2,2019,2,Stable,45.0,Stressed low-supply markets,limited housing supply,956.0,0.211,5.5,0.9,858
Monaghan,2019Q3,2019,3,Watchlist,45.0,Stressed low-supply markets,limited housing supply,915.0,0.214,5.8,0.9,858
Monaghan,2019Q4,2019,4,Stable,44.6,Stressed low-supply markets,limited housing supply,886.0,0.206,4.6,0.9,858
Monaghan,2020Q1,2020,1,Watchlist,45.2,Stressed low-supply markets,limited housing supply,1044.0,0.201,2.1,0.3,858
Monaghan,2020Q2,2020,2,Watchlist,46.1,Stressed low-supply markets,limited housing supply,958.0,0.212,3.1,0.3,858
Monaghan,2020Q3,2020,3,Watchlist,46.1,Stressed low-supply markets,limited housing supply,930.0,0.212,2.1,0.3,858
Monaghan,2020Q4,2020,4,Watchlist,45.6,Stressed low-supply markets,limited housing supply,972.0,0.188,1.6,0.3,858
Monaghan,2021Q1,2021,1,Stable,42.0,Stressed low-supply markets,population growth,863.0,0.165,1.6,1.2,340
Monaghan,2021Q2,2021,2,Stable,41.2,Stressed low-supply markets,population growth,962.0,0.15,0.6,1.2,392
Monaghan,2021Q3,2021,3,Stable,41.0,Stressed low-supply markets,population growth,1009.0,0.134,1.3,1.2,366
Monaghan,2021Q4,2021,4,Stable,41.5,Stressed low-supply markets,population growth,1128.0,0.125,2.7,1.2,496
Monaghan,2022Q1,2022,1,Watchlist,46.0,Stressed low-supply markets,limited housing supply,1213.0,0.133,4.9,1.1,486
Monaghan,2022Q2,2022,2,Watchlist,46.7,Stressed low-supply markets,limited housing supply,1157.0,0.147,7.6,1.1,598
Monaghan,2022Q3,2022,3,Watchlist,46.9,Stressed low-supply markets,limited housing supply,1066.0,0.154,8.8,1.1,583
Monaghan,2022Q4,2022,4,Watchlist,47.3,Stressed low-supply markets,limited housing supply,989.0,0.163,10.5,1.1,650
Monaghan,2023Q1,2023,1,Watchlist,45.6,Stressed low-supply markets,rent growth,990.0,0.179,11.5,1.2,582
Monaghan,2023Q2,2023,2,Watchlist,45.3,Stressed low-supply markets,rent growth,918.0,0.185,11.2,1.2,569
Monaghan,2023Q3,2023,3,Watchlist,45.4,Stressed low-supply markets,limited housing supply,957.0,0.182,11.0,1.2,661
Monaghan,2023Q4,2023,4,Watchlist,45.8,Stressed low-supply markets,limited housing supply,1024.0,0.164,11.5,1.2,728
Monaghan,2024Q1,2024,1,Stable,42.6,Stressed low-supply markets,limited housing supply,1141.0,0.144,10.3,1.6,513
Monaghan,2024Q2,2024,2,Stable,43.0,Stressed low-supply markets,limited housing supply,1109.0,0.145,11.0,1.6,532
Monaghan,2024Q3,2024,3,Stable,42.5,Stressed low-supply markets,limited housing supply,1238.0,0.14,11.1,1.6,697
Monaghan,2024Q4,2024,4,Stable,41.7,Stressed low-supply markets,limited housing supply,1213.0,0.126,10.1,1.6,620
Monaghan,2025Q1,2025,1,Stable,43.3,Stressed low-supply markets,rent growth,1057.0,0.161,14.6,0.7,526
Monaghan,2025Q2,2025,2,Stable,43.2,Stressed low-supply markets,rent growth,1176.0,0.157,14.2,0.7,722
Monaghan,2025Q3,2025,3,Stable,43.5,Stressed low-supply markets,rent growth,1204.0,0.148,12.9,0.7,720
Offaly,2018Q1,2018,1,Stable,27.6,Stressed low-supply markets,limited housing supply,865.0,0.217,11.1,1.7,662
Offaly,2018Q2,2018,2,Stable,27.1,Stressed low-supply markets,arrears risk,908.0,0.197,9.2,1.7,662
Offaly,2018Q3,2018,3,Stable,27.2,Stressed low-supply markets,arrears risk,867.0,0.201,8.4,1.7,662
Offaly,2018Q4,2018,4,Stable,27.1,Stressed low-supply markets,arrears risk,844.0,0.192,7.0,1.7,662
Offaly,2019Q1,2019,1,Stable,27.8,Stressed low-supply markets,arrears risk,903.0,0.207,6.5,1.5,662
Offaly,2019Q2,2019,2,Stable,27.9,Stressed low-supply markets,arrears risk,865.0,0.209,6.5,1.5,662
Offaly,2019Q3,2019,3,Stable,28.2,Stressed low-supply markets,arrears risk,810.0,0.217,7.5,1.5,662
Offaly,2019Q4,2019,4,Stable,28.3,Stressed low-supply markets,arrears risk,755.0,0.218,7.4,1.5,662
Offaly,2020Q1,2020,1,Stable,30.5,Stressed low-supply markets,rent growth,807.0,0.238,7.4,0.5,662
Offaly,2020Q2,2020,2,Stable,30.5,Stressed low-supply markets,rent growth,785.0,0.236,6.6,0.5,662
Offaly,2020Q3,2020,3,Stable,30.4,Stressed low-supply markets,rent growth,764.0,0.235,5.5,0.5,662
Offaly,2020Q4,2020,4,Stable,30.4,Stressed low-supply markets,rent growth,781.0,0.214,5.7,0.5,662
Offaly,2021Q1,2021,1,Stable,26.9,Stressed low-supply markets,population growth,742.0,0.174,3.5,1.4,263
Offaly,2021Q2,2021,2,Stable,26.7,Stressed low-supply markets,population growth,798.0,0.164,3.8,1.4,302
Offaly,2021Q3,2021,3,Stable,26.3,Stressed low-supply markets,population growth,852.0,0.144,3.9,1.4,283
Offaly,2021Q4,2021,4,Stable,25.7,Stressed low-supply markets,population growth,1009.0,0.126,3.5,1.4,382
Offaly,2022Q1,2022,1,Stable,26.7,Stressed low-supply markets,arrears risk,1126.0,0.127,5.8,2.0,375
Offaly,2022Q2,2022,2,Stable,26.1,Stressed low-supply markets,arrears risk,1145.0,0.131,6.4,2.0,462
Offaly,2022Q3,2022,3,Stable,26.3,Stressed low-supply markets,limited housing supply,1040.0,0.14,8.1,2.0,450
Offaly,2022Q4,2022,4,Stable,26.6,Stressed low-supply markets,arrears risk,979.0,0.145,9.4,2.0,501
Offaly,2023Q1,2023,1,Stable,28.3,Stressed low-supply markets,arrears risk,1077.0,0.146,5.4,1.2,449
Offaly,2023Q2,2023,2,Stable,29.1,Stressed low-supply markets,arrears risk,936.0,0.162,7.3,1.2,439
Offaly,2023Q3,2023,3,Stable,30.0,Stressed low-supply markets,arrears risk,928.0,0.169,8.6,1.2,510
Offaly,2023Q4,2023,4,Stable,30.5,Stressed low-supply markets,arrears risk,987.0,0.153,9.3,1.2,562
Offaly,2024Q1,2024,1,Stable,26.4,Stressed low-supply markets,limited housing supply,1004.0,0.147,12.5,2.3,396
Offaly,2024Q2,2024,2,Stable,26.6,Stressed low-supply markets,limited housing supply,976.0,0.148,13.1,2.3,411
Offaly,2024Q3,2024,3,Stable,25.2,Stressed low-supply markets,limited housing supply,1137.0,0.136,11.8,2.3,538
Offaly,2024Q4,2024,4,Lower pressure,24.9,Stressed low-supply markets,limited housing supply,1078.0,0.128,11.9,2.3,479
Offaly,2025Q1,2025,1,Stable,27.3,Stressed low-supply markets,limited housing supply,1013.0,0.151,12.4,0.6,406
Offaly,2025Q2,2025,2,Stable,26.7,Stressed low-supply markets,limited housing supply,1182.0,0.14,10.4,0.6,557
Offaly,2025Q3,2025,3,Stable,27.7,Stressed low-supply markets,limited housing supply,1168.0,0.138,10.3,0.6,556
Roscommon,2018Q1,2018,1,Lower pressure,15.7,Stressed low-supply markets,limited housing supply,758.0,0.227,11.2,1.2,516
Roscommon,2018Q2,2018,2,Lower pressure,15.2,Stressed low-supply markets,limited housing supply,791.0,0.208,9.5,1.2,516
Roscommon,2018Q3,2018,3,Lower pressure,15.3,Stressed low-supply markets,limited housing supply,751.0,0.213,8.8,1.2,516
Roscommon,2018Q4,2018,4,Lower pressure,15.6,Stressed low-supply markets,arrears risk,704.0,0.213,8.7,1.2,516
Roscommon,2019Q1,2019,1,Lower pressure,15.8,Stressed low-supply markets,limited housing supply,753.0,0.229,8.7,1.2,516
Roscommon,2019Q2,2019,2,Lower pressure,16.0,Stressed low-supply markets,rent growth,710.0,0.234,9.2,1.2,516
Roscommon,2019Q3,2019,3,Lower pressure,15.8,Stressed low-supply markets,limited housing supply,689.0,0.234,9.0,1.2,516
Roscommon,2019Q4,2019,4,Lower pressure,15.2,Stressed low-supply markets,limited housing supply,677.0,0.222,7.3,1.2,516
Roscommon,2020Q1,2020,1,Lower pressure,11.6,Stressed low-supply markets,limited housing supply,855.0,0.198,4.3,1.5,516
Roscommon,2020Q2,2020,2,Lower pressure,11.7,Stressed low-supply markets,limited housing supply,822.0,0.199,3.9,1.5,516
Roscommon,2020Q3,2020,3,Lower pressure,12.0,Stressed low-supply markets,limited housing supply,778.0,0.204,3.7,1.5,516
Roscommon,2020Q4,2020,4,Lower pressure,12.1,Stressed low-supply markets,limited housing supply,793.0,0.186,4.0,1.5,516
Roscommon,2021Q1,2021,1,Lower pressure,16.2,Stressed low-supply markets,limited housing supply,616.0,0.194,5.1,0.7,205
Roscommon,2021Q2,2021,2,Lower pressure,16.3,Stressed low-supply markets,rent growth,643.0,0.189,6.3,0.7,236
Roscommon,2021Q3,2021,3,Lower pressure,16.1,Stressed low-supply markets,limited housing supply,677.0,0.169,6.8,0.7,220
Roscommon,2021Q4,2021,4,Lower pressure,15.9,Stressed low-supply markets,limited housing supply,772.0,0.154,7.6,0.7,298
Roscommon,2022Q1,2022,1,Lower pressure,12.3,Stressed low-supply markets,limited housing supply,982.0,0.133,7.7,2.3,292
Roscommon,2022Q2,2022,2,Lower pressure,12.1,Stressed low-supply markets,limited housing supply,960.0,0.143,9.6,2.3,360
Roscommon,2022Q3,2022,3,Lower pressure,11.8,Stressed low-supply markets,limited housing supply,889.0,0.149,10.7,2.3,350
Roscommon,2022Q4,2022,4,Lower pressure,11.7,Stressed low-supply markets,limited housing supply,861.0,0.15,11.0,2.3,391
Roscommon,2023Q1,2023,1,Lower pressure,14.5,Stressed low-supply markets,rent growth,835.0,0.17,13.1,2.6,350
Roscommon,2023Q2,2023,2,Lower pressure,14.4,Stressed low-supply markets,limited housing supply,797.0,0.17,12.0,2.6,342
Roscommon,2023Q3,2023,3,Lower pressure,14.9,Stressed low-supply markets,limited housing supply,827.0,0.169,11.8,2.6,397
Roscommon,2023Q4,2023,4,Lower pressure,15.4,Stressed low-supply markets,limited housing supply,879.0,0.153,12.6,2.6,438
Roscommon,2024Q1,2024,1,Lower pressure,14.7,Stressed low-supply markets,limited housing supply,863.0,0.157,13.5,1.9,308
Roscommon,2024Q2,2024,2,Lower pressure,14.2,Stressed low-supply markets,limited housing supply,878.0,0.151,12.7,1.9,320
Roscommon,2024Q3,2024,3,Lower pressure,13.2,Stressed low-supply markets,limited housing supply,978.0,0.145,12.9,1.9,419
Roscommon,2024Q4,2024,4,Lower pressure,12.7,Stressed low-supply markets,limited housing supply,943.0,0.134,12.4,1.9,373
Roscommon,2025Q1,2025,1,Lower pressure,8.3,Stressed low-supply markets,population growth,1079.0,0.124,10.5,2.3,316
Roscommon,2025Q2,2025,2,Lower pressure,8.5,Stressed low-supply markets,population growth,1185.0,0.123,10.5,2.3,434
Roscommon,2025Q3,2025,3,Lower pressure,9.5,Stressed low-supply markets,population growth,1208.0,0.116,9.4,2.3,433
Sligo,2018Q1,2018,1,Lower pressure,13.7,Stressed low-supply markets,limited housing supply,879.0,0.193,6.4,1.2,514
Sligo,2018Q2,2018,2,Lower pressure,14.0,Stressed low-supply markets,limited housing supply,858.0,0.19,6.8,1.2,514
Sligo,2018Q3,2018,3,Lower pressure,14.6,Stressed low-supply markets,limited housing supply,786.0,0.203,7.3,1.2,514
Sligo,2018Q4,2018,4,Lower pressure,14.1,Stressed low-supply markets,limited housing supply,782.0,0.189,5.3,1.2,514
Sligo,2019Q1,2019,1,Lower pressure,15.0,Stressed low-supply markets,limited housing supply,807.0,0.212,6.2,1.0,514
Sligo,2019Q2,2019,2,Lower pressure,14.9,Stressed low-supply markets,limited housing supply,785.0,0.21,5.6,1.0,514
Sligo,2019Q3,2019,3,Lower pressure,17.4,Stressed low-supply markets,rent growth,617.0,0.265,12.3,1.0,514
Sligo,2019Q4,2019,4,Lower pressure,17.1,Stressed low-supply markets,rent growth,593.0,0.257,11.3,1.0,514
Sligo,2020Q1,2020,1,Lower pressure,14.7,Stressed low-supply markets,limited housing supply,794.0,0.218,4.7,0.4,514
Sligo,2020Q2,2020,2,Lower pressure,14.7,Stressed low-supply markets,limited housing supply,770.0,0.217,3.9,0.4,514
Sligo,2020Q3,2020,3,Lower pressure,12.0,Stressed low-supply markets,limited housing supply,918.0,0.173,-3.6,0.4,514
Sligo,2020Q4,2020,4,Lower pressure,11.7,Stressed low-supply markets,limited housing supply,957.0,0.154,-4.0,0.4,514
Sligo,2021Q1,2021,1,Lower pressure,12.8,Stressed low-supply markets,population growth,704.0,0.166,2.2,1.5,204
Sligo,2021Q2,2021,2,Lower pressure,12.6,Stressed low-supply markets,population growth,756.0,0.157,2.4,1.5,235
Sligo,2021Q3,2021,3,Lower pressure,12.9,Stressed low-supply markets,population growth,759.0,0.147,4.5,1.5,220
Sligo,2021Q4,2021,4,Lower pressure,12.8,Stressed low-supply markets,population growth,860.0,0.135,5.5,1.5,297
Sligo,2022Q1,2022,1,Lower pressure,15.8,Stressed low-supply markets,arrears risk,900.0,0.148,8.3,1.2,291
Sligo,2022Q2,2022,2,Lower pressure,16.1,Stressed low-supply markets,limited housing supply,850.0,0.166,11.3,1.2,359
Sligo,2022Q3,2022,3,Lower pressure,16.0,Stressed low-supply markets,limited housing supply,784.0,0.173,12.5,1.2,349
Sligo,2022Q4,2022,4,Lower pressure,15.8,Stressed low-supply markets,limited housing supply,764.0,0.173,12.6,1.2,389
Sligo,2023Q1,2023,1,Lower pressure,13.5,Stressed low-supply markets,arrears risk,890.0,0.158,11.1,2.6,349
Sligo,2023Q2,2023,2,Lower pressure,13.7,Stressed low-supply markets,limited housing supply,831.0,0.163,10.6,2.6,341
Sligo,2023Q3,2023,3,Lower pressure,13.7,Stressed low-supply markets,limited housing supply,902.0,0.153,9.1,2.6,396
Sligo,2023Q4,2023,4,Lower pressure,14.4,Stressed low-supply markets,limited housing supply,942.0,0.142,10.4,2.6,436
Sligo,2024Q1,2024,1,Lower pressure,14.6,Stressed low-supply markets,limited housing supply,895.0,0.151,11.8,1.7,307
Sligo,2024Q2,2024,2,Lower pressure,13.8,Stressed low-supply markets,limited housing supply,936.0,0.141,10.1,1.7,319
Sligo,2024Q3,2024,3,Lower pressure,12.5,Stressed low-supply markets,limited housing supply,1062.0,0.133,9.7,1.7,417
Sligo,2024Q4,2024,4,Lower pressure,12.1,Stressed low-supply markets,limited housing supply,1015.0,0.124,9.5,1.7,372
Sligo,2025Q1,2025,1,Lower pressure,13.4,Stressed low-supply markets,limited housing supply,959.0,0.145,10.7,0.4,315
Sligo,2025Q2,2025,2,Lower pressure,13.7,Stressed low-supply markets,limited housing supply,1046.0,0.145,10.9,0.4,433
Sligo,2025Q3,2025,3,Lower pressure,15.7,Stressed low-supply markets,rent growth,966.0,0.153,13.0,0.4,432
Tipperary,2018Q1,2018,1,Lower pressure,5.3,Stressed low-supply markets,limited housing supply,826.0,0.192,7.2,1.6,440
Tipperary,2018Q2,2018,2,Lower pressure,4.8,Stressed low-supply markets,limited housing supply,857.0,0.177,5.7,1.6,440
Tipperary,2018Q3,2018,3,Lower pressure,5.1,Stressed low-supply markets,limited housing supply,794.0,0.187,5.8,1.6,440
Tipperary,2018Q4,2018,4,Lower pressure,5.4,Stressed low-supply markets,limited housing supply,740.0,0.187,5.8,1.6,440
Tipperary,2019Q1,2019,1,Lower pressure,7.1,Stressed low-supply markets,limited housing supply,773.0,0.209,5.4,1.0,440
Tipperary,2019Q2,2019,2,Lower pressure,7.3,Stressed low-supply markets,limited housing supply,731.0,0.213,5.8,1.0,440
Tipperary,2019Q3,2019,3,Lower pressure,7.2,Stressed low-supply markets,limited housing supply,705.0,0.215,5.9,1.0,440
Tipperary,2019Q4,2019,4,Lower pressure,7.1,Stressed low-supply markets,limited housing supply,664.0,0.213,5.5,1.0,440
Tipperary,2020Q1,2020,1,Lower pressure,5.1,Stressed low-supply markets,limited housing supply,751.0,0.215,5.7,1.0,440
Tipperary,2020Q2,2020,2,Lower pressure,4.9,Stressed low-supply markets,limited housing supply,741.0,0.21,4.3,1.0,440
Tipperary,2020Q3,2020,3,Lower pressure,4.9,Stressed low-supply markets,limited housing supply,718.0,0.21,3.4,1.0,440
Tipperary,2020Q4,2020,4,Lower pressure,4.8,Stressed low-supply markets,limited housing supply,745.0,0.188,3.2,1.0,440
Tipperary,2021Q1,2021,1,Lower pressure,8.1,Stressed low-supply markets,limited housing supply,618.0,0.182,2.4,0.4,175
Tipperary,2021Q2,2021,2,Lower pressure,8.1,Stressed low-supply markets,limited housing supply,651.0,0.176,3.3,0.4,201
Tipperary,2021Q3,2021,3,Lower pressure,7.9,Stressed low-supply markets,limited housing supply,680.0,0.158,4.1,0.4,188
Tipperary,2021Q4,2021,4,Lower pressure,7.5,Stressed low-supply markets,limited housing supply,787.0,0.142,4.4,0.4,254
Tipperary,2022Q1,2022,1,Lower pressure,5.3,Stressed low-supply markets,limited housing supply,933.0,0.133,6.1,1.6,249
Tipperary,2022Q2,2022,2,Lower pressure,4.5,Stressed low-supply markets,limited housing supply,941.0,0.138,7.0,1.6,307
Tipperary,2022Q3,2022,3,Lower pressure,4.5,Stressed low-supply markets,limited housing supply,854.0,0.147,8.7,1.6,299
Tipperary,2022Q4,2022,4,Lower pressure,5.2,Stressed low-supply markets,limited housing supply,779.0,0.158,10.9,1.6,333
Tipperary,2023Q1,2023,1,Lower pressure,7.7,Stressed low-supply markets,limited housing supply,837.0,0.161,9.7,1.8,299
Tipperary,2023Q2,2023,2,Lower pressure,8.2,Stressed low-supply markets,limited housing supply,766.0,0.168,9.8,1.8,292
Tipperary,2023Q3,2023,3,Lower pressure,8.8,Stressed low-supply markets,limited housing supply,792.0,0.168,9.8,1.8,339
Tipperary,2023Q4,2023,4,Lower pressure,8.6,Stressed low-supply markets,limited housing supply,904.0,0.14,8.3,1.8,374
Tipperary,2024Q1,2024,1,Lower pressure,4.2,Stressed low-supply markets,limited housing supply,936.0,0.133,10.1,2.6,263
Tipperary,2024Q2,2024,2,Lower pressure,4.2,Stressed low-supply markets,limited housing supply,909.0,0.134,10.8,2.6,273
Tipperary,2024Q3,2024,3,Lower pressure,3.0,Stressed low-supply markets,limited housing supply,1003.0,0.131,11.3,2.6,358
Tipperary,2024Q4,2024,4,Lower pressure,3.1,Stressed low-supply markets,limited housing supply,920.0,0.127,12.4,2.6,318
Tipperary,2025Q1,2025,1,Lower pressure,3.5,Stressed low-supply markets,limited housing supply,896.0,0.144,13.1,1.6,270
Tipperary,2025Q2,2025,2,Lower pressure,4.1,Stressed low-supply markets,limited housing supply,961.0,0.146,13.8,1.6,371
Tipperary,2025Q3,2025,3,Lower pressure,4.8,Stressed low-supply markets,limited housing supply,1003.0,0.135,12.0,1.6,370
Waterford,2018Q1,2018,1,Stable,44.2,High pressure growth areas,arrears risk,926.0,0.225,11.2,1.3,852
Waterford,2018Q2,2018,2,Stable,44.2,High pressure growth areas,arrears risk,943.0,0.212,10.3,1.3,852
Waterford,2018Q3,2018,3,Stable,44.8,High pressure growth areas,arrears risk,876.0,0.223,10.3,1.3,852
Waterford,2018Q4,2018,4,Stable,44.6,High pressure growth areas,arrears risk,867.0,0.209,8.4,1.3,852
Waterford,2019Q1,2019,1,Stable,41.5,High pressure growth areas,population growth,1000.0,0.204,7.4,2.0,852
Waterford,2019Q2,2019,2,Stable,41.4,High pressure growth areas,arrears risk,974.0,0.202,6.8,2.0,852
Waterford,2019Q3,2019,3,Stable,41.8,High pressure growth areas,population growth,911.0,0.211,7.9,2.0,852
Waterford,2019Q4,2019,4,Stable,41.5,High pressure growth areas,population growth,879.0,0.204,6.8,2.0,852
Waterford,2020Q1,2020,1,Stable,43.4,High pressure growth areas,arrears risk,992.0,0.209,5.1,1.1,852
Waterford,2020Q2,2020,2,Stable,43.5,High pressure growth areas,arrears risk,962.0,0.208,4.3,1.1,852
Waterford,2020Q3,2020,3,Stable,42.6,High pressure growth areas,arrears risk,984.0,0.197,1.7,1.1,852
Waterford,2020Q4,2020,4,Stable,42.3,High pressure growth areas,arrears risk,1019.0,0.176,1.4,1.1,852
Waterford,2021Q1,2021,1,Stable,41.8,High pressure growth areas,population growth,811.0,0.176,3.9,1.5,338
Waterford,2021Q2,2021,2,Stable,41.5,High pressure growth areas,population growth,878.0,0.165,3.9,1.5,389
Waterford,2021Q3,2021,3,Stable,42.8,High pressure growth areas,rent growth,832.0,0.164,7.9,1.5,364
Waterford,2021Q4,2021,4,Stable,43.6,High pressure growth areas,rent growth,915.0,0.156,9.8,1.5,492
Waterford,2022Q1,2022,1,Stable,41.0,High pressure growth areas,arrears risk,1332.0,0.118,3.9,2.2,483
Waterford,2022Q2,2022,2,Stable,40.7,High pressure growth areas,arrears risk,1345.0,0.122,4.7,2.2,594
Waterford,2022Q3,2022,3,Stable,43.3,High pressure growth areas,limited housing supply,1062.0,0.151,10.9,2.2,579
Waterford,2022Q4,2022,4,Stable,44.3,High pressure growth areas,arrears risk,953.0,0.166,13.7,2.2,645
Waterford,2023Q1,2023,1,Stable,43.7,High pressure growth areas,rent growth,970.0,0.18,13.3,1.9,578
Waterford,2023Q2,2023,2,Stable,44.2,High pressure growth areas,rent growth,856.0,0.197,14.7,1.9,565
Waterford,2023Q3,2023,3,Stable,42.8,High pressure growth areas,arrears risk,991.0,0.173,11.1,1.9,656
Waterford,2023Q4,2023,4,Stable,42.0,High pressure growth areas,limited housing supply,1161.0,0.141,8.7,1.9,723
Waterford,2024Q1,2024,1,Stable,42.3,High pressure growth areas,limited housing supply,1189.0,0.138,8.3,1.3,509
Waterford,2024Q2,2024,2,Stable,42.3,High pressure growth areas,limited housing supply,1187.0,0.135,8.1,1.3,528
Waterford,2024Q3,2024,3,Stable,40.1,High pressure growth areas,limited housing supply,1481.0,0.115,4.6,1.3,692
Waterford,2024Q4,2024,4,Stable,40.1,High pressure growth areas,limited housing supply,1381.0,0.11,5.2,1.3,616
Waterford,2025Q1,2025,1,Stable,34.0,High pressure growth areas,population growth,1428.0,0.112,8.2,2.5,522
Waterford,2025Q2,2025,2,Stable,33.9,High pressure growth areas,population growth,1594.0,0.109,7.7,2.5,717
Waterford,2025Q3,2025,3,Stable,36.2,High pressure growth areas,population growth,1429.0,0.119,10.7,2.5,715
Westmeath,2018Q1,2018,1,Stable,25.2,Stressed low-supply markets,limited housing supply,894.0,0.206,9.9,1.9,644
Westmeath,2018Q2,2018,2,Stable,25.5,Stressed low-supply markets,limited housing supply,881.0,0.201,10.1,1.9,644
Westmeath,2018Q3,2018,3,Stable,25.5,Stressed low-supply markets,limited housing supply,850.0,0.203,8.9,1.9,644
Westmeath,2018Q4,2018,4,Stable,25.8,Stressed low-supply markets,limited housing supply,799.0,0.201,8.7,1.9,644
Westmeath,2019Q1,2019,1,Stable,27.3,Stressed low-supply markets,limited housing supply,837.0,0.223,8.5,1.4,644
Westmeath,2019Q2,2019,2,Stable,27.0,Stressed low-supply markets,limited housing supply,821.0,0.219,7.7,1.4,644
Westmeath,2019Q3,2019,3,Stable,26.7,Stressed low-supply markets,limited housing supply,807.0,0.216,7.1,1.4,644
Westmeath,2019Q4,2019,4,Stable,26.7,Stressed low-supply markets,limited housing supply,759.0,0.215,6.8,1.4,644
Westmeath,2020Q1,2020,1,Stable,29.1,Stressed low-supply markets,limited housing supply,820.0,0.232,6.1,0.2,644
Westmeath,2020Q2,2020,2,Stable,29.0,Stressed low-supply markets,limited housing supply,801.0,0.229,5.1,0.2,644
Westmeath,2020Q3,2020,3,Stable,29.2,Stressed low-supply markets,rent growth,766.0,0.233,4.6,0.2,644
Westmeath,2020Q4,2020,4,Stable,28.5,Stressed low-supply markets,limited housing supply,817.0,0.202,3.4,0.2,644
Westmeath,2021Q1,2021,1,Stable,25.7,Stressed low-supply markets,population growth,737.0,0.174,3.1,1.3,255
Westmeath,2021Q2,2021,2,Stable,25.4,Stressed low-supply markets,population growth,798.0,0.163,3.1,1.3,294
Westmeath,2021Q3,2021,3,Stable,25.6,Stressed low-supply markets,population growth,813.0,0.15,4.8,1.3,275
Westmeath,2021Q4,2021,4,Stable,25.7,Stressed low-supply markets,population growth,914.0,0.14,6.0,1.3,372
Westmeath,2022Q1,2022,1,Stable,25.6,Stressed low-supply markets,limited housing supply,1096.0,0.13,6.1,1.9,365
Westmeath,2022Q2,2022,2,Stable,25.3,Stressed low-supply markets,limited housing supply,1092.0,0.137,7.4,1.9,449
Westmeath,2022Q3,2022,3,Lower pressure,25.0,Stressed low-supply markets,limited housing supply,1026.0,0.14,8.0,1.9,438
Westmeath,2022Q4,2022,4,Stable,25.0,Stressed low-supply markets,limited housing supply,977.0,0.144,8.8,1.9,488
Westmeath,2023Q1,2023,1,Stable,25.5,Stressed low-supply markets,limited housing supply,1063.0,0.145,6.6,1.8,437
Westmeath,2023Q2,2023,2,Stable,26.6,Stressed low-supply markets,limited housing supply,911.0,0.164,8.9,1.8,427
Westmeath,2023Q3,2023,3,Stable,27.3,Stressed low-supply markets,limited housing supply,920.0,0.167,9.7,1.8,496
Westmeath,2023Q4,2023,4,Stable,27.6,Stressed low-supply markets,limited housing supply,994.0,0.149,9.9,1.8,547
Westmeath,2024Q1,2024,1,Stable,26.2,Stressed low-supply markets,limited housing supply,944.0,0.156,13.6,2.0,385
Westmeath,2024Q2,2024,2,Lower pressure,25.0,Stressed low-supply markets,limited housing supply,1019.0,0.14,10.9,2.0,399
Westmeath,2024Q3,2024,3,Lower pressure,23.9,Stressed low-supply markets,limited housing supply,1156.0,0.133,10.4,2.0,523
Westmeath,2024Q4,2024,4,Lower pressure,22.7,Stressed low-supply markets,limited housing supply,1174.0,0.115,8.3,2.0,466
Westmeath,2025Q1,2025,1,Lower pressure,24.9,Stressed low-supply markets,limited housing supply,1139.0,0.132,7.6,0.2,394
