area_name,time_period,year,quarter,predicted_classification_glm,pred_housing_stress_score,cluster_label,dominant_model_driver,pred_rent_level,pred_arrears_90d_rate,rent_growth,population_growth,housing_completions
Westmeath,2025Q2,2025,2,Stable,25.8,Stressed low-supply markets,limited housing supply,1185.0,0.139,9.3,0.2,542
Westmeath,2025Q3,2025,3,Stable,27.2,Stressed low-supply markets,limited housing supply,1138.0,0.141,10.1,0.2,541
Wexford,2018Q1,2018,1,Watchlist,46.6,High pressure growth areas,limited housing supply,989.0,0.214,9.3,1.1,889
Wexford,2018Q2,2018,2,Watchlist,46.8,High pressure growth areas,limited housing supply,994.0,0.204,8.8,1.1,889
Wexford,2018Q3,2018,3,Watchlist,47.0,High pressure growth areas,limited housing supply,953.0,0.207,7.8,1.1,889
Wexford,2018Q4,2018,4,Watchlist,47.6,High pressure growth areas,limited housing supply,896.0,0.206,7.6,1.1,889
Wexford,2019Q1,2019,1,Stable,43.8,High pressure growth areas,population growth,1044.0,0.199,6.6,2.0,889
Wexford,2019Q2,2019,2,Stable,43.6,High pressure growth areas,population growth,1030.0,0.194,5.6,2.0,889
Wexford,2019Q3,2019,3,Stable,42.9,High pressure growth areas,population growth,1035.0,0.187,4.3,2.0,889
Wexford,2019Q4,2019,4,Stable,42.8,High pressure growth areas,population growth,985.0,0.183,3.6,2.0,889
Wexford,2020Q1,2020,1,Watchlist,45.1,High pressure growth areas,limited housing supply,1083.0,0.194,2.8,1.1,889
Wexford,2020Q2,2020,2,Watchlist,45.6,High pressure growth areas,limited housing supply,1026.0,0.197,2.8,1.1,889
Wexford,2020Q3,2020,3,Watchlist,45.9,High pressure growth areas,rent growth,968.0,0.204,2.7,1.1,889
Wexford,2020Q4,2020,4,Watchlist,45.6,High pressure growth areas,rent growth,1004.0,0.182,2.5,1.1,889
Wexford,2021Q1,2021,1,Stable,44.1,High pressure growth areas,population growth,860.0,0.168,2.4,1.4,353
Wexford,2021Q2,2021,2,Stable,44.0,High pressure growth areas,population growth,915.0,0.16,3.0,1.4,406
Wexford,2021Q3,2021,3,Stable,43.9,High pressure growth areas,population growth,955.0,0.144,3.8,1.4,380
Wexford,2021Q4,2021,4,Stable,44.4,High pressure growth areas,population growth,1074.0,0.134,5.1,1.4,514
Wexford,2022Q1,2022,1,Watchlist,45.5,High pressure growth areas,population growth,1227.0,0.131,7.1,2.2,504
Wexford,2022Q2,2022,2,Watchlist,45.5,High pressure growth areas,population growth,1215.0,0.139,8.5,2.2,620
Wexford,2022Q3,2022,3,Watchlist,45.6,High pressure growth areas,population growth,1125.0,0.145,9.6,2.2,604
Wexford,2022Q4,2022,4,Watchlist,46.1,High pressure growth areas,population growth,1043.0,0.153,11.3,2.2,673
Wexford,2023Q1,2023,1,Watchlist,46.0,High pressure growth areas,rent growth,1057.0,0.168,10.7,1.6,604
Wexford,2023Q2,2023,2,Watchlist,46.3,High pressure growth areas,rent growth,939.0,0.182,11.7,1.6,590
Wexford,2023Q3,2023,3,Watchlist,47.3,High pressure growth areas,rent growth,917.0,0.192,13.6,1.6,685
Wexford,2023Q4,2023,4,Watchlist,47.2,High pressure growth areas,rent growth,1016.0,0.166,13.0,1.6,755
Wexford,2024Q1,2024,1,Watchlist,46.3,High pressure growth areas,rent growth,1061.0,0.159,13.0,1.6,531
Wexford,2024Q2,2024,2,Watchlist,45.8,High pressure growth areas,limited housing supply,1101.0,0.149,11.5,1.6,552
Wexford,2024Q3,2024,3,Stable,44.3,High pressure growth areas,limited housing supply,1310.0,0.134,9.6,1.6,722
Wexford,2024Q4,2024,4,Stable,43.5,High pressure growth areas,limited housing supply,1287.0,0.121,8.5,1.6,643
Wexford,2025Q1,2025,1,Stable,37.0,High pressure growth areas,population growth,1420.0,0.115,8.8,2.5,545
Wexford,2025Q2,2025,2,Stable,37.0,High pressure growth areas,population growth,1577.0,0.113,8.5,2.5,748
Wexford,2025Q3,2025,3,Stable,37.5,High pressure growth areas,population growth,1599.0,0.107,7.5,2.5,746
Wicklow,2018Q1,2018,1,High pressure,74.0,Mature high-value stable markets,population growth,1326.0,0.186,7.6,2.1,1414
Wicklow,2018Q2,2018,2,High pressure,74.1,Mature high-value stable markets,population growth,1359.0,0.174,6.5,2.1,1414
Wicklow,2018Q3,2018,3,High pressure,74.6,Mature high-value stable markets,population growth,1290.0,0.178,5.8,2.1,1414
Wicklow,2018Q4,2018,4,High pressure,75.2,Mature high-value stable markets,population growth,1228.0,0.175,5.2,2.1,1414
Wicklow,2019Q1,2019,1,High pressure,75.6,Mature high-value stable markets,population growth,1343.0,0.184,3.8,1.7,1414
Wicklow,2019Q2,2019,2,High pressure,75.8,Mature high-value stable markets,population growth,1301.0,0.183,3.4,1.7,1414
Wicklow,2019Q3,2019,3,High pressure,75.5,Mature high-value stable markets,population growth,1267.0,0.183,3.1,1.7,1414
Wicklow,2019Q4,2019,4,High pressure,75.5,Mature high-value stable markets,population growth,1212.0,0.178,2.3,1.7,1414
Wicklow,2020Q1,2020,1,High pressure,74.9,Mature high-value stable markets,population growth,1372.0,0.179,3.0,2.1,1414
Wicklow,2020Q2,2020,2,High pressure,75.8,Mature high-value stable markets,population growth,1273.0,0.187,3.6,2.1,1414
Wicklow,2020Q3,2020,3,High pressure,76.6,Mature high-value stable markets,population growth,1176.0,0.197,4.2,2.1,1414
Wicklow,2020Q4,2020,4,High pressure,76.8,Mature high-value stable markets,population growth,1185.0,0.182,4.9,2.1,1414
Wicklow,2021Q1,2021,1,High pressure,78.8,Mature high-value stable markets,rent growth,915.0,0.192,5.8,1.2,561
Wicklow,2021Q2,2021,2,High pressure,78.9,Mature high-value stable markets,rent growth,964.0,0.185,6.7,1.2,646
Wicklow,2021Q3,2021,3,High pressure,78.0,Mature high-value stable markets,arrears risk,1054.0,0.158,6.0,1.2,604
Wicklow,2021Q4,2021,4,High pressure,77.9,Mature high-value stable markets,arrears risk,1262.0,0.137,5.3,1.2,817
Wicklow,2022Q1,2022,1,High pressure,76.3,Mature high-value stable markets,population growth,1604.0,0.118,5.2,2.7,801
Wicklow,2022Q2,2022,2,High pressure,74.7,Mature high-value stable markets,population growth,1768.0,0.111,3.2,2.7,986
Wicklow,2022Q3,2022,3,High pressure,73.8,Mature high-value stable markets,population growth,1756.0,0.107,2.1,2.7,961
Wicklow,2022Q4,2022,4,High pressure,73.5,Mature high-value stable markets,population growth,1689.0,0.109,2.6,2.7,1071
Wicklow,2023Q1,2023,1,High pressure,76.8,Mature high-value stable markets,arrears risk,1579.0,0.134,1.2,0.4,960
Wicklow,2023Q2,2023,2,High pressure,77.3,Mature high-value stable markets,arrears risk,1361.0,0.15,3.2,0.4,938
Wicklow,2023Q3,2023,3,High pressure,78.3,Mature high-value stable markets,arrears risk,1315.0,0.161,5.4,0.4,1089
Wicklow,2023Q4,2023,4,High pressure,79.1,Mature high-value stable markets,arrears risk,1374.0,0.148,6.7,0.4,1200
Wicklow,2024Q1,2024,1,High pressure,78.2,Mature high-value stable markets,rent level,1364.0,0.147,9.9,1.1,845
Wicklow,2024Q2,2024,2,High pressure,79.3,Mature high-value stable markets,rent level,1309.0,0.151,11.0,1.1,877
Wicklow,2024Q3,2024,3,Critical,80.1,Mature high-value stable markets,rent level,1412.0,0.151,12.1,1.1,1149
Wicklow,2024Q4,2024,4,High pressure,79.9,Mature high-value stable markets,rent level,1331.0,0.142,12.4,1.1,1022
Wicklow,2025Q1,2025,1,High pressure,78.2,Mature high-value stable markets,rent level,1448.0,0.142,9.3,0.0,866
Wicklow,2025Q2,2025,2,High pressure,77.7,Mature high-value stable markets,rent level,1627.0,0.138,8.6,0.0,1190
Wicklow,2025Q3,2025,3,High pressure,77.3,Mature high-value stable markets,rent level,1673.0,0.129,7.2,0.0,1187
