area_name,year,quarter,time_period,rent_growth,population_growth,housing_completions,rent_level,ppi_dublin_all,ppi_nat_ex_dublin_all,ppi_national_all,mortgage_loan_book_n,arrears_90d_n,arrears_720d_n,arrears_90d_rate,arrears_720d_rate
Carlow,2025,2,2025Q2,11.06844042,2.180685358,719.6542414,1207.66,37.61666666666667,41.725,41.34166666666667,265.0,20.0,4.0,,
Carlow,2025,3,2025Q3,12.4208068,2.180685358,717.8177907,1207.66,38.31666666666667,43.416666666666664,42.625,265.0,20.0,4.0,,
Cavan,2018,1,2018Q1,5.308138052,1.297016861,582.7487312,596.27,29.358333333333334,27.108333333333334,29.141666666666666,168.0,51.0,11.0,0.30357142857142855,0.06547619047619048
Cavan,2018,2,2018Q2,5.143278323,1.297016861,582.7487312,596.27,29.28333333333333,29.025000000000002,30.066666666666666,165.0,51.0,8.0,0.3090909090909091,0.048484848484848485
Cavan,2018,3,2018Q3,5.095169927,1.297016861,582.7487312,596.27,29.058333333333334,28.40833333333333,29.708333333333332,163.0,44.0,6.0,0.26993865030674846,0.03680981595092025
Cavan,2018,4,2018Q4,6.578000807,1.297016861,582.7487312,596.27,27.983333333333334,27.691666666666666,28.808333333333334,156.0,41.0,5.0,0.26282051282051283,0.03205128205128205
Cavan,2019,1,2019Q1,7.321209185,0.896286812,582.7487312,642.68,26.150000000000002,26.8,27.441666666666666,152.0,41.0,6.0,0.26973684210526316,0.039473684210526314
Cavan,2019,2,2019Q2,7.516200181,0.896286812,582.7487312,642.68,26.208333333333332,27.041666666666668,27.599999999999998,150.0,41.0,5.0,0.2733333333333333,0.03333333333333333
Cavan,2019,3,2019Q3,8.818484512,0.896286812,582.7487312,642.68,26.808333333333334,27.325,28.041666666666668,149.0,40.0,5.0,0.2684563758389262,0.03355704697986577
Cavan,2019,4,2019Q4,8.089954233,0.896286812,582.7487312,642.68,25.741666666666664,26.525000000000002,27.150000000000002,145.0,35.0,5.0,0.2413793103448276,0.034482758620689655
Cavan,2020,1,2020Q1,7.226468027,0.38071066,582.7487312,671.79,26.28333333333333,25.658333333333335,26.933333333333334,140.0,34.0,5.0,0.24285714285714285,0.03571428571428571
Cavan,2020,2,2020Q2,6.28309718,0.38071066,582.7487312,671.79,25.900000000000002,25.90833333333333,26.891666666666666,137.0,33.0,4.0,0.24087591240875914,0.029197080291970802
Cavan,2020,3,2020Q3,3.898933704,0.38071066,582.7487312,671.79,25.558333333333334,26.09166666666667,26.833333333333332,135.0,32.0,5.0,0.23703703703703705,0.037037037037037035
Cavan,2020,4,2020Q4,1.919093457,0.38071066,582.7487312,671.79,26.675,27.133333333333336,27.925,131.0,30.0,4.0,0.22900763358778625,0.030534351145038167
Cavan,2021,1,2021Q1,1.326236016,1.137800253,231.1129701,700.59,27.575,28.183333333333334,28.933333333333334,130.0,29.0,4.0,0.2230769230769231,0.03076923076923077
Cavan,2021,2,2021Q2,2.127659574,1.137800253,266.1567158,700.59,29.625,29.5,30.608333333333334,196.0,84.0,27.0,0.42857142857142855,0.1377551020408163
Cavan,2021,3,2021Q3,2.991090685,1.137800253,248.9277618,700.59,32.733333333333334,33.30833333333333,34.166666666666664,126.0,29.0,5.0,0.23015873015873015,0.03968253968253968
Cavan,2021,4,2021Q4,5.000298882,1.137800253,336.5903839,700.59,33.833333333333336,35.36666666666667,35.84166666666667,123.0,27.0,5.0,0.21951219512195122,0.04065040650406504
Cavan,2022,1,2022Q1,8.26581189,1.375,330.1727983,797.39,33.975,36.175000000000004,36.4,122.0,27.0,6.0,0.22131147540983606,0.04918032786885246
Cavan,2022,2,2022Q2,10.27601969,1.375,406.4648434,797.39,34.050000000000004,36.458333333333336,36.6,113.0,23.0,3.0,0.20353982300884957,0.02654867256637168
Cavan,2022,3,2022Q3,12.83288083,1.375,395.9730229,797.39,34.958333333333336,36.75833333333333,37.225,135.0,32.0,5.0,0.23703703703703705,0.037037037037037035
Cavan,2022,4,2022Q4,16.41570123,1.375,441.3221862,797.39,33.59166666666667,35.983333333333334,36.199999999999996,107.0,20.0,3.0,0.18691588785046728,0.028037383177570093
