"",""
"Carlow","1355"
"Cavan","1226"
"Clare","1222"
"Cork ","1546"
"Donegal","1021"
"Dublin","2230"
"Galway","1637"
"Kerry","1252"
"Kildare","1735"
"Kilkenny","1247"
"Laois","1308"
"Leitrim","1112"
"Limerick","1538"
"Longford","1258"
"Louth","1456"
"Mayo","1181"
"Meath","1665"
"Monaghan","1103"
"Offaly","1166"
"Roscommon","1106"
"Sligo","1234"
"Tipperary","1165"
"Waterford","1317"
"Westmeath","1336"
"Wexford","1214"
"Wicklow","1767"
